timestamp,regime,regime_type
557,0,CALM_RANGING
558,2,CALM_RANGING
559,2,CALM_RANGING
560,2,CALM_RANGING
561,0,CALM_RANGING
562,0,CALM_RANGING
563,0,CALM_RANGING
564,0,CALM_RANGING
565,0,CALM_RANGING
566,0,CALM_RANGING
567,0,CALM_RANGING
568,0,CALM_RANGING
569,0,CALM_RANGING
570,0,CALM_RANGING
571,0,CALM_RANGING
572,0,CALM_RANGING
573,0,CALM_RANGING
574,0,CALM_RANGING
575,0,CALM_RANGING
576,0,CALM_RANGING
577,0,CALM_RANGING
578,0,CALM_RANGING
579,0,CALM_RANGING
580,0,CALM_RANGING
581,0,CALM_RANGING
582,2,CALM_RANGING
583,2,CALM_RANGING
584,2,CALM_RANGING
585,3,MODERATE_BULL
586,3,MODERATE_BULL
587,3,MODERATE_BULL
588,3,MODERATE_BULL
589,3,MODERATE_BULL
590,3,MODERATE_BULL
591,2,CALM_RANGING
592,2,CALM_RANGING
593,2,CALM_RANGING
594,2,CALM_RANGING
595,0,CALM_RANGING
596,0,CALM_RANGING
597,0,CALM_RANGING
598,0,CALM_RANGING
599,0,CALM_RANGING
600,2,CALM_RANGING
601,2,CALM_RANGING
602,2,CALM_RANGING
603,0,CALM_RANGING
604,0,CALM_RANGING
605,0,CALM_RANGING
606,2,CALM_RANGING
607,2,CALM_RANGING
608,2,CALM_RANGING
609,2,CALM_RANGING
610,0,CALM_RANGING
611,0,CALM_RANGING
612,0,CALM_RANGING
613,0,CALM_RANGING
614,0,CALM_RANGING
615,0,CALM_RANGING
616,0,CALM_RANGING
617,2,CALM_RANGING
618,2,CALM_RANGING
619,2,CALM_RANGING
620,2,CALM_RANGING
621,2,CALM_RANGING
622,2,CALM_RANGING
623,2,CALM_RANGING
624,2,CALM_RANGING
625,2,CALM_RANGING
626,2,CALM_RANGING
627,2,CALM_RANGING
628,2,CALM_RANGING
629,2,CALM_RANGING
630,2,CALM_RANGING
631,2,CALM_RANGING
632,2,CALM_RANGING
633,2,CALM_RANGING
634,2,CALM_RANGING
635,2,CALM_RANGING
636,2,CALM_RANGING
637,2,CALM_RANGING
638,2,CALM_RANGING
639,2,CALM_RANGING
640,2,CALM_RANGING
641,2,CALM_RANGING
642,0,CALM_RANGING
643,0,CALM_RANGING
644,0,CALM_RANGING
645,0,CALM_RANGING
646,0,CALM_RANGING
647,0,CALM_RANGING
648,0,CALM_RANGING
649,0,CALM_RANGING
650,0,CALM_RANGING
651,2,CALM_RANGING
652,2,CALM_RANGING
653,2,CALM_RANGING
654,2,CALM_RANGING
655,2,CALM_RANGING
656,2,CALM_RANGING
657,2,CALM_RANGING
658,2,CALM_RANGING
659,2,CALM_RANGING
660,2,CALM_RANGING
661,2,CALM_RANGING
662,2,CALM_RANGING
663,2,CALM_RANGING
664,2,CALM_RANGING
665,2,CALM_RANGING
666,2,CALM_RANGING
667,2,CALM_RANGING
668,2,CALM_RANGING
669,2,CALM_RANGING
670,2,CALM_RANGING
671,2,CALM_RANGING
672,2,CALM_RANGING
673,2,CALM_RANGING
674,2,CALM_RANGING
675,2,CALM_RANGING
676,2,CALM_RANGING
677,2,CALM_RANGING
678,2,CALM_RANGING
679,2,CALM_RANGING
680,2,CALM_RANGING
681,2,CALM_RANGING
682,2,CALM_RANGING
683,2,CALM_RANGING
684,2,CALM_RANGING
685,2,CALM_RANGING
686,2,CALM_RANGING
687,2,CALM_RANGING
688,2,CALM_RANGING
689,2,CALM_RANGING
690,2,CALM_RANGING
691,2,CALM_RANGING
692,2,CALM_RANGING
693,0,CALM_RANGING
694,0,CALM_RANGING
695,0,CALM_RANGING
696,0,CALM_RANGING
697,0,CALM_RANGING
698,0,CALM_RANGING
699,0,CALM_RANGING
700,0,CALM_RANGING
701,0,CALM_RANGING
702,0,CALM_RANGING
703,0,CALM_RANGING
704,0,CALM_RANGING
705,0,CALM_RANGING
706,0,CALM_RANGING
707,0,CALM_RANGING
708,0,CALM_RANGING
709,0,CALM_RANGING
710,0,CALM_RANGING
711,0,CALM_RANGING
712,0,CALM_RANGING
713,0,CALM_RANGING
714,0,CALM_RANGING
715,0,CALM_RANGING
716,0,CALM_RANGING
717,0,CALM_RANGING
718,0,CALM_RANGING
719,0,CALM_RANGING
720,2,CALM_RANGING
721,2,CALM_RANGING
722,2,CALM_RANGING
723,2,CALM_RANGING
724,2,CALM_RANGING
725,2,CALM_RANGING
726,2,CALM_RANGING
727,2,CALM_RANGING
728,2,CALM_RANGING
729,2,CALM_RANGING
730,2,CALM_RANGING
731,2,CALM_RANGING
732,2,CALM_RANGING
733,2,CALM_RANGING
734,2,CALM_RANGING
735,2,CALM_RANGING
736,2,CALM_RANGING
737,2,CALM_RANGING
738,2,CALM_RANGING
739,2,CALM_RANGING
740,0,CALM_RANGING
741,0,CALM_RANGING
742,0,CALM_RANGING
743,2,CALM_RANGING
744,2,CALM_RANGING
745,2,CALM_RANGING
746,2,CALM_RANGING
747,0,CALM_RANGING
748,0,CALM_RANGING
749,0,CALM_RANGING
750,2,CALM_RANGING
751,2,CALM_RANGING
752,2,CALM_RANGING
753,2,CALM_RANGING
754,2,CALM_RANGING
755,2,CALM_RANGING
756,3,MODERATE_BULL
757,3,MODERATE_BULL
758,3,MODERATE_BULL
759,3,MODERATE_BULL
760,2,CALM_RANGING
761,2,CALM_RANGING
762,2,CALM_RANGING
763,2,CALM_RANGING
764,2,CALM_RANGING
765,2,CALM_RANGING
766,2,CALM_RANGING
767,2,CALM_RANGING
768,2,CALM_RANGING
769,2,CALM_RANGING
770,0,CALM_RANGING
771,2,CALM_RANGING
772,2,CALM_RANGING
773,2,CALM_RANGING
774,2,CALM_RANGING
775,2,CALM_RANGING
776,2,CALM_RANGING
777,0,CALM_RANGING
778,0,CALM_RANGING
779,0,CALM_RANGING
780,0,CALM_RANGING
781,0,CALM_RANGING
782,0,CALM_RANGING
783,0,CALM_RANGING
784,0,CALM_RANGING
785,0,CALM_RANGING
786,0,CALM_RANGING
787,0,CALM_RANGING
788,0,CALM_RANGING
789,0,CALM_RANGING
790,0,CALM_RANGING
791,0,CALM_RANGING
792,0,CALM_RANGING
793,0,CALM_RANGING
794,2,CALM_RANGING
795,2,CALM_RANGING
796,2,CALM_RANGING
797,2,CALM_RANGING
798,0,CALM_RANGING
799,0,CALM_RANGING
800,0,CALM_RANGING
801,0,CALM_RANGING
802,0,CALM_RANGING
